prep,prophylaxis,truvada,descovy,apretude,Dates,United States,NY,NY-New York City,DC,DC-Washington,WI,WI-Madison,United Kingdom,IL,IL-Chicago,MN,CA,NC,VA,Pakistan,Romania,The Netherlands,OH,San Diego,Ukraine,GA,GA-Atlanta,India,MS,Singapore,Los Angeles,ID,FL,OR,OR-Portland,PA,PA-Philadelphia,Jordan,MA,MA-Boston,HI,HI-Honolulu,Sweden,CO,Ghana,TN,TN-Nashville,WA,WA-Seattle,South Africa,MD,NV,NV-Las Vegas,Austria,Estonia,VA-Arlington,NJ,Australia,Mexico,Canada,LA,LA-New Orleans,IN,IN-Indianapolis,CA-Sacramento,ID-Boise,NY-Buffalo,CA-Oakland,CO-Denver,Kenya,MO,Switzerland,Germany,Indonesia,TX,TX-Dallas,NV-Reno,NM,NM-Albuquerque,AZ,AZ-Phoenix,TX-San Antonio,Philippines,Norway,RI,IA,Gibraltar,MD-Baltimore,MI,MI-Detroit,OH-Cleveland,NH,LA-Baton Rouge,AZ-Tucson,Italy,CT,SC,Egypt,Sri Lanka,PA-Pittsburgh,AR,AL,Rwanda,Peru,FL-Miami,Japan,Malaysia,FL-Orlando,Nigeria,NC-Charlotte,CA-San Jose,Spain,Bangladesh,MN-Minneapolis,TX-Houston,NC-Durham,TX-Austin,France,Thailand,WI-Milwaukee,Armenia,CA-Anaheim,New Zealand,Portugal,Cambodia,Venezuela,Ireland,VT,VA-Richmond,OH-Cincinnati,Malawi,AZ-Glendale,Lebanon,Panama,Madagascar,Uganda,Belgium,KY,AK,AK-Anchorage,KS,AZ-Mesa,China,South Korea,FL-Tampa,IN-Fort Wayne,Botswana,Jamaica,Ethiopia,WV,Netherlands,NE,NE-Omaha,UT,NC-Greensboro,Argentina,United Arab Emirates,Cameroon,Kuwait,CA-Santa Ana,MO-Kansas City,OH-Toledo,CA-Riverside,NJ-Newark,Slovenia,CA-Bakersfield,NC-Raleigh,Brazil,Poland,El Salvador,Kazakhstan,ND,KY-Louisville,NJ-Jersey City,CO-Colorado Springs,Zambia,Tajikistan,Israel,Chile,Puerto Rico,DE,TX-Plano,CA-San Francisco,Tunisia,Ecuador,Dominican Republic,Vietnam,Zimbabwe,AZ-Scottsdale,Denmark,OH-Columbus,Czech Republic,NE-Norfolk,Iran,Senegal,Namibia,Finland,Cyprus,TX-Lubbock,Barbados,Reunion,Mauritius,Bahrain,Turkey,Tanzania,Nepal,Saudi Arabia,Algeria,TX-Arlington,Trinidad and Tobago,KS-Wichita,Luxembourg,Seychelles,Russia,French Polynesia,CA-Irvine,AZ-Gilbert,Mali,MT,OK,OK-Oklahoma City,ME,ME-Portland,Ivory Coast,Maldives,Hong Kong,St. Lucia,Angola,Uzbekistan,Bolivia,WY,Greece,DE-Newark,WA-Spokane,Colombia,IN-Columbus,CA-Fresno,Albania,TN-Memphis,Morocco,NE-Lincoln,Saint Lucia,CA-Richmond,Taiwan,Honduras,Burkina Faso,Antarctica,Slovakia,Nicaragua,CA-Fremont,CA-Long Beach,Turks and Caicos Islands,The Bahamas,SD,VA-Virginia Beach,Palestinian Territory,Suriname,CA-Newark,AZ-Chandler,Belize,Hungary,GA-Columbus,CA-Glendale,NC-Jacksonville,NV-Henderson,Mozambique,British Virgin Islands,OK-Tulsa,TX-Fort Worth,Moldova,Afghanistan,Guyana,Guatemala,TX-Irving,Costa Rica,Antigua and Barbuda,Qatar,VA-Norfolk,Latvia,Myanmar,Lesotho,KS-Kansas City,Uruguay,Brunei,Swaziland,Georgia,TX-El Paso,Mongolia,Liberia,Anguilla,South Sudan,Guadeloupe,Haiti,Cayman Islands,Cuba,Malta,TX-Corpus Christi,Libya,Bosnia and Herzegovina,Serbia,NY-Long Beach,Croatia,The Gambia,Macedonia,Somalia,TX-Laredo,Sudan,CO-Aurora,Paraguay,Turkmenistan,Democratic Republic of Congo,Iceland,TN-Cleveland,Republic of Latvia,Iraq,Fiji,CA-Stockton,Syria,U.S. Virgin Islands,Papua New Guinea,Kosovo,MA-Lexington,CA-Chula Vista,Oman,Bulgaria,Montenegro,Republic of Lithuania,Kyrgyzstan,Eswatini,KY-Henderson,TX-Garland,South Georgia and the South Sandwich Islands,Cook Islands,IL-Aurora,NJ-Madison,Benin,CA-Lincoln,Sierra Leone,Dominica,MA-Arlington,Monaco,AL-Madison,Aruba,MS-Madison,CO-Louisville,FL-Jacksonville,Djibouti,Grenada,IN-Richmond,North Korea,Martinique
112,10,3,0,0,2017-08-26,125.0,16.0,8.0,7.0,7.0,,,35.0,1.0,,,40.0,6.0,,,,,3.0,3.0,,12.0,11.0,,,2.0,,,2.0,,,3.0,,,,,11.0,11.0,2.0,1.0,,2.0,1.0,2.0,2.0,9.0,2.0,2.0,2.0,,,,2.0,4.0,,2.0,4.0,4.0,,,1.0,,,,1.0,8.0,,5.0,,,3.0,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,3.0,,1.0,3.0,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,8,11,0,0,2017-09-02,204.0,28.0,17.0,6.0,6.0,2.0,2.0,47.0,6.0,6.0,2.0,44.0,6.0,3.0,1.0,,2.0,3.0,7.0,,11.0,7.0,2.0,,,,,7.0,,,22.0,5.0,,3.0,3.0,4.0,3.0,,4.0,,,,4.0,4.0,8.0,3.0,3.0,3.0,,,,,5.0,,7.0,2.0,2.0,,,,,,1.0,2.0,10.0,2.0,5.0,,1.0,3.0,,,,,2.0,,,4.0,,1.0,,,2.0,4.0,1.0,1.0,,,,1.0,,,,,,,3.0,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,3.0,1.0,1.0,,,,,,,1.0,3.0,,,1.0,,,,,,,,,2.0,2.0,,,,,,,,,1.0,,2.0,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,15,32,0,0,2017-09-09,232.0,45.0,27.0,8.0,8.0,,,30.0,4.0,4.0,,31.0,3.0,3.0,,,,7.0,1.0,,13.0,11.0,,1.0,2.0,,1.0,7.0,1.0,1.0,22.0,2.0,1.0,4.0,1.0,14.0,14.0,,2.0,,5.0,1.0,1.0,1.0,12.0,3.0,,,,,,12.0,1.0,,17.0,2.0,1.0,1.0,1.0,1.0,,,,,18.0,2.0,4.0,1.0,,4.0,,,,,1.0,1.0,,2.0,1.0,1.0,2.0,,2.0,2.0,,,3.0,,,,,,,,2.0,3.0,3.0,,,,,,1.0,2.0,,,1.0,,,2.0,1.0,1.0,,,,,,1.0,,,,5.0,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,13,19,1,0,2017-09-16,251.0,47.0,29.0,16.0,16.0,,,20.0,4.0,3.0,10.0,57.0,6.0,3.0,,,,3.0,1.0,,6.0,6.0,1.0,,,2.0,,11.0,2.0,2.0,7.0,6.0,1.0,7.0,7.0,9.0,7.0,1.0,,1.0,2.0,1.0,9.0,5.0,2.0,5.0,2.0,2.0,,,,3.0,2.0,1.0,61.0,3.0,1.0,1.0,1.0,,,,1.0,,5.0,2.0,1.0,,,8.0,,,,,2.0,2.0,1.0,2.0,,3.0,1.0,,3.0,2.0,,,1.0,1.0,,,6.0,,,,1.0,,2.0,,,1.0,,,,1.0,,,,,9.0,4.0,1.0,1.0,1.0,2.0,,,,,,1.0,,6.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,12,24,1,0,2017-09-23,245.0,31.0,21.0,25.0,25.0,,,37.0,19.0,14.0,3.0,49.0,3.0,1.0,,,,9.0,6.0,,13.0,13.0,2.0,1.0,,1.0,,15.0,,,10.0,7.0,,8.0,4.0,12.0,12.0,1.0,1.0,,1.0,,2.0,1.0,16.0,7.0,,,,,,8.0,3.0,,51.0,1.0,1.0,,,1.0,,,2.0,,12.0,,2.0,,,5.0,1.0,,,,2.0,1.0,1.0,,,1.0,1.0,,4.0,3.0,,1.0,,,1.0,,1.0,,1.0,,3.0,,,,,,,,,,,,1.0,,,2.0,2.0,1.0,3.0,,,1.0,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,7,7,0,0,2017-09-30,181.0,29.0,18.0,14.0,14.0,1.0,1.0,65.0,5.0,5.0,,28.0,6.0,5.0,,,1.0,6.0,4.0,,8.0,6.0,3.0,,,,,17.0,,,6.0,2.0,,2.0,1.0,11.0,11.0,,2.0,,1.0,,2.0,2.0,8.0,1.0,,,,,2.0,6.0,,,14.0,2.0,2.0,,,,,,,2.0,6.0,1.0,,1.0,,3.0,,,,,1.0,,1.0,,1.0,2.0,1.0,,,,,,,,1.0,,2.0,1.0,,,2.0,1.0,,,,1.0,,,,,4.0,,1.0,,,2.0,2.0,,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,21,5,1,0,2017-10-07,177.0,31.0,23.0,9.0,9.0,1.0,,43.0,4.0,3.0,,28.0,,2.0,,,,2.0,3.0,,7.0,6.0,1.0,,2.0,1.0,,20.0,,,2.0,1.0,,,,17.0,16.0,1.0,2.0,,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,,,,13.0,,,18.0,1.0,,,,,,,1.0,2.0,5.0,1.0,7.0,1.0,,4.0,,,,,,,1.0,,1.0,2.0,,,,2.0,,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,2.0,,1.0,3.0,1.0,,,,1.0,1.0,,,8.0,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,12,6,0,0,2017-10-14,156.0,28.0,20.0,10.0,10.0,1.0,,81.0,7.0,4.0,,23.0,3.0,4.0,,,1.0,3.0,2.0,,8.0,5.0,1.0,1.0,,1.0,1.0,17.0,,,2.0,,,,,10.0,9.0,5.0,1.0,,2.0,,,,8.0,2.0,1.0,1.0,,,,8.0,2.0,1.0,19.0,,,,,,1.0,,,1.0,17.0,1.0,3.0,,,5.0,1.0,,,,,,1.0,1.0,,,,,,,,3.0,2.0,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,2.0,3.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,17,6,0,0,2017-10-21,143.0,22.0,14.0,4.0,4.0,,,48.0,19.0,19.0,2.0,25.0,1.0,2.0,,,1.0,5.0,,,15.0,13.0,,,,,,5.0,,,2.0,,,6.0,2.0,12.0,11.0,8.0,,,,,,,5.0,2.0,2.0,2.0,,1.0,,3.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,,,8.0,,5.0,,,5.0,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,2.0,,,,1.0,,3.0,,,,1.0,,,1.0,,4.0,,,2.0,2.0,1.0,2.0,3.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,6,4,0,0,2017-10-28,124.0,19.0,13.0,15.0,15.0,,,19.0,5.0,4.0,,23.0,1.0,1.0,,,1.0,3.0,1.0,,8.0,8.0,,,,,,5.0,,,1.0,,,1.0,1.0,20.0,19.0,,,,,,5.0,,4.0,1.0,,,,,,5.0,1.0,,7.0,1.0,1.0,1.0,1.0,,,,,,13.0,,2.0,,,4.0,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,2.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,10,7,0,0,2017-11-04,144.0,22.0,16.0,11.0,11.0,,,24.0,,,3.0,23.0,2.0,,,,,9.0,,,5.0,5.0,,,,,,6.0,1.0,1.0,1.0,,,11.0,3.0,17.0,16.0,1.0,,,1.0,,2.0,1.0,4.0,2.0,,,,,,2.0,11.0,,16.0,,,4.0,1.0,,,1.0,1.0,,34.0,1.0,,1.0,,3.0,,,1.0,1.0,,,2.0,1.0,,1.0,,,1.0,2.0,,2.0,,,,,,,,,1.0,5.0,1.0,,,1.0,,1.0,,,,,,,3.0,1.0,1.0,,,,,,,,,,,13.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,11,5,0,0,2017-11-11,148.0,31.0,13.0,9.0,9.0,,,51.0,1.0,,,24.0,8.0,1.0,1.0,,,2.0,2.0,,6.0,4.0,,,,,,10.0,,,6.0,3.0,,,,17.0,17.0,,,,,,4.0,4.0,5.0,2.0,,,,,,3.0,6.0,,21.0,,,1.0,1.0,,,,,,53.0,1.0,9.0,,,9.0,4.0,,,,,,3.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,3.0,1.0,2.0,,,1.0,2.0,,,,,,,2.0,,,,6.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,11,4,0,0,2017-11-18,129.0,35.0,22.0,5.0,5.0,,,36.0,3.0,3.0,1.0,15.0,4.0,,,,,1.0,1.0,,7.0,7.0,2.0,,,,,9.0,,,1.0,1.0,1.0,1.0,1.0,22.0,21.0,,1.0,,,,2.0,2.0,2.0,1.0,1.0,,1.0,,,1.0,6.0,,14.0,,,,,,,,,1.0,51.0,,3.0,3.0,,3.0,,,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,47,16,0,0,2017-11-25,484.0,69.0,46.0,110.0,110.0,,,117.0,10.0,6.0,11.0,64.0,9.0,1.0,,,1.0,12.0,9.0,,13.0,10.0,7.0,,2.0,2.0,,15.0,4.0,,11.0,7.0,,6.0,2.0,16.0,16.0,3.0,7.0,,3.0,3.0,7.0,6.0,22.0,11.0,2.0,2.0,1.0,,,13.0,9.0,,34.0,1.0,1.0,,,,,2.0,2.0,2.0,69.0,2.0,13.0,9.0,,22.0,1.0,,1.0,1.0,2.0,,2.0,1.0,,3.0,,,3.0,5.0,,3.0,10.0,,,1.0,2.0,,1.0,1.0,2.0,,,,,4.0,,3.0,1.0,5.0,1.0,,1.0,,1.0,4.0,3.0,11.0,,2.0,,,,1.0,,,,53.0,,,1.0,,,,,,3.0,,,,,,,,,,,1.0,,,1.0,,,,2.0,,2.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,2.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,25,18,0,0,2017-12-02,283.0,44.0,26.0,67.0,67.0,1.0,,41.0,18.0,16.0,1.0,35.0,7.0,1.0,,,1.0,11.0,4.0,,9.0,8.0,,1.0,,4.0,1.0,19.0,,,5.0,3.0,,4.0,2.0,23.0,23.0,1.0,1.0,,,,3.0,3.0,18.0,2.0,1.0,1.0,,,,3.0,,,9.0,,,2.0,2.0,,1.0,1.0,,1.0,22.0,,12.0,,,8.0,1.0,,,,2.0,1.0,2.0,3.0,,,,,1.0,1.0,,1.0,3.0,,,,1.0,1.0,,,2.0,,,,,7.0,,,3.0,9.0,,,1.0,,,1.0,,3.0,,,,1.0,,,1.0,,1.0,16.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,40,29,0,0,2017-12-09,394.0,68.0,46.0,46.0,46.0,,,41.0,11.0,8.0,5.0,57.0,8.0,7.0,4.0,,1.0,9.0,3.0,,10.0,6.0,10.0,1.0,,3.0,,18.0,1.0,,17.0,4.0,1.0,11.0,9.0,28.0,28.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,13.0,7.0,1.0,1.0,,,1.0,6.0,16.0,4.0,21.0,3.0,,4.0,1.0,1.0,,,,4.0,6.0,1.0,8.0,2.0,2.0,10.0,,,,,2.0,,1.0,3.0,,8.0,1.0,,4.0,4.0,,2.0,,,,2.0,3.0,1.0,4.0,,1.0,1.0,3.0,,,1.0,,,2.0,8.0,1.0,,1.0,1.0,2.0,5.0,3.0,1.0,,2.0,,,,1.0,,,1.0,7.0,,,1.0,,,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,4.0,,9.0,,,,,1.0,1.0,,,,,2.0,1.0,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,24,11,0,0,2017-12-16,303.0,52.0,39.0,50.0,50.0,2.0,,32.0,4.0,2.0,2.0,36.0,10.0,1.0,,,,4.0,5.0,,13.0,11.0,2.0,,1.0,3.0,,8.0,1.0,1.0,11.0,1.0,,4.0,4.0,32.0,32.0,,2.0,,1.0,,4.0,3.0,7.0,4.0,,,,,,4.0,6.0,,19.0,,,1.0,1.0,1.0,,,,,10.0,,3.0,4.0,5.0,6.0,1.0,,,,3.0,1.0,1.0,4.0,,2.0,,,3.0,3.0,,,,,,1.0,,,1.0,,1.0,1.0,3.0,,,2.0,1.0,,,4.0,2.0,,3.0,,1.0,2.0,4.0,2.0,,,,,,,1.0,,1.0,1.0,,,2.0,,,2.0,,,3.0,1.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,17,8,0,0,2017-12-23,163.0,20.0,18.0,45.0,45.0,,,8.0,3.0,1.0,1.0,14.0,,1.0,1.0,,,4.0,1.0,,5.0,5.0,1.0,,,,,1.0,,,3.0,1.0,,4.0,2.0,28.0,28.0,,,,2.0,1.0,2.0,1.0,7.0,3.0,2.0,2.0,,,,8.0,1.0,,30.0,,,2.0,1.0,,,,1.0,,3.0,,,2.0,,6.0,,,,,1.0,1.0,4.0,,,1.0,,,2.0,,,2.0,,,,,,,,,2.0,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,17,13,0,0,2017-12-30,188.0,26.0,17.0,57.0,57.0,,,19.0,8.0,6.0,1.0,22.0,2.0,1.0,,,,2.0,3.0,,7.0,6.0,,,,,,8.0,,,3.0,1.0,,1.0,1.0,15.0,14.0,,2.0,,2.0,1.0,,,8.0,9.0,1.0,1.0,,,,5.0,,,31.0,,,2.0,2.0,,,,,2.0,2.0,,3.0,3.0,,5.0,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,2.0,,,1.0,,,,1.0,,,,,,,,2.0,2.0,2.0,,,,,,,1.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
171,21,18,1,0,2018-01-06,211.0,24.0,16.0,54.0,54.0,,,34.0,6.0,6.0,2.0,19.0,4.0,3.0,,,,6.0,,,13.0,12.0,,,,,,10.0,,,3.0,1.0,,1.0,,17.0,17.0,1.0,,,2.0,1.0,,,7.0,4.0,,,,,,5.0,,,17.0,1.0,,,,,,,1.0,,11.0,,3.0,2.0,2.0,3.0,,,,,,,2.0,,,4.0,2.0,,1.0,3.0,1.0,1.0,,1.0,,,,2.0,,,2.0,,2.0,,,,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,1.0,,,1.0,3.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
